Unnamed: 0,name,latitude,longitude,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,windspeed,winddir,sealevelpressure,visibility,solarradiation,solarenergy,uvindex,conditions,description,icon,Bad API Request:Invalid location parameter value.
14,"Mingoro, Aroi, Uganda",3.118,30.872,2023-12-01,25.9,17.1,21.1,25.9,17.1,21.1,15.4,71.1,0.0,0.0,16.2,123.5,1009.7,24.1,288.6,25.1,9.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
0,"Nawabshah, Pakistan, Pakistan",26.24,68.403,2023-11-17,29.0,19.0,23.2,28.0,19.0,23.1,2.7,28.4,0.0,0.0,12.6,39.9,1017.2,17.0,148.6,12.9,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
1,"Nawabshah, Pakistan, Pakistan",26.24,68.403,2023-11-18,30.4,18.6,24.1,28.4,18.6,23.6,-3.2,16.7,0.0,0.0,12.2,30.4,1015.3,24.1,175.1,15.2,7.0,Clear,Clear conditions throughout the day.,clear-day,
2,"Nawabshah, Pakistan, Pakistan",26.24,68.403,2023-11-19,31.3,19.8,25.0,29.2,19.8,24.4,-3.5,15.4,0.0,0.0,13.7,28.4,1015.0,24.1,172.8,14.8,7.0,Clear,Clear conditions throughout the day.,clear-day,
3,"Nawabshah, Pakistan, Pakistan",26.24,68.403,2023-11-20,31.8,20.2,25.4,29.5,20.2,24.7,-0.9,18.2,0.0,0.0,16.9,31.3,1015.5,24.1,170.5,14.7,7.0,Clear,Clear conditions throughout the day.,clear-day,
4,"Nawabshah, Pakistan, Pakistan",26.24,68.403,2023-11-21,32.0,20.1,25.5,29.7,20.1,24.9,-2.4,16.4,0.0,0.0,12.2,31.9,1014.9,24.1,170.0,14.5,7.0,Clear,Clear conditions throughout the day.,clear-day,
5,"Nawabshah, Pakistan, Pakistan",26.24,68.403,2023-11-22,32.8,20.7,26.2,30.4,20.7,25.4,-2.3,15.7,0.0,0.0,11.2,184.3,1012.1,24.1,189.6,16.3,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Nawabshah, Pakistan, Pakistan",26.24,68.403,2023-11-23,33.3,22.0,26.9,30.8,22.0,26.0,-0.2,17.4,0.0,0.0,12.6,118.5,1009.9,24.1,166.0,14.4,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Nawabshah, Pakistan, Pakistan",26.24,68.403,2023-11-24,33.5,22.2,26.9,31.2,22.2,26.1,5.2,26.1,0.0,0.0,11.2,120.0,1010.8,24.1,162.9,14.1,6.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
8,"Nawabshah, Pakistan, Pakistan",26.24,68.403,2023-11-25,31.8,21.8,26.0,29.5,21.8,25.3,-0.5,18.0,0.0,0.0,13.7,345.6,1011.6,24.1,152.8,13.5,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
9,"Nawabshah, Pakistan, Pakistan",26.24,68.403,2023-11-26,32.0,20.9,25.9,29.8,20.9,25.2,1.8,21.1,0.0,0.0,16.6,3.2,1011.8,24.1,155.1,13.5,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
10,"Nawabshah, Pakistan, Pakistan",26.24,68.403,2023-11-27,31.3,22.8,26.2,29.4,22.8,25.6,5.3,26.4,0.0,0.0,17.3,305.4,1010.5,24.1,136.3,11.7,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
11,"Nawabshah, Pakistan, Pakistan",26.24,68.403,2023-11-28,27.7,19.9,23.6,27.0,19.9,23.6,9.1,40.2,0.1,4.17,28.1,350.5,1013.0,24.1,148.3,12.9,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
12,"Nawabshah, Pakistan, Pakistan",26.24,68.403,2023-11-29,26.5,19.2,22.2,26.5,19.2,22.2,11.6,51.4,0.0,0.0,25.2,9.6,1014.1,24.1,147.0,12.9,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
13,"Nawabshah, Pakistan, Pakistan",26.24,68.403,2023-11-30,26.8,17.8,21.7,26.5,17.8,21.7,10.9,51.7,0.0,0.0,14.0,32.9,1014.6,24.1,153.4,13.5,6.0,Clear,Clear conditions throughout the day.,clear-day,
14,"Nawabshah, Pakistan, Pakistan",26.24,68.403,2023-12-01,27.4,17.4,22.0,26.5,17.4,21.9,7.7,41.4,0.0,0.0,13.0,58.2,1013.9,24.1,158.6,13.5,6.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Sahiwalsteeg, Lelydorp, Suriname",5.721,-55.29,2023-11-17,30.6,23.2,26.5,35.7,23.2,28.1,23.3,83.5,2.7,37.5,16.9,47.5,1010.8,16.0,115.5,9.9,7.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
1,"Sahiwalsteeg, Lelydorp, Suriname",5.721,-55.29,2023-11-18,31.7,23.7,26.4,34.9,23.7,27.8,23.3,84.6,5.6,33.33,10.4,66.5,1009.9,22.1,173.9,15.0,6.0,"Rain, Partially cloudy",Partly cloudy throughout the day with strong storms possible.,rain,
2,"Sahiwalsteeg, Lelydorp, Suriname",5.721,-55.29,2023-11-19,31.2,23.6,26.4,36.5,23.6,28.0,23.4,84.7,3.6,37.5,9.4,57.6,1010.8,22.1,161.0,13.9,8.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
3,"Sahiwalsteeg, Lelydorp, Suriname",5.721,-55.29,2023-11-20,35.9,23.4,27.9,39.0,23.4,29.5,22.7,76.6,0.2,8.33,11.5,54.0,1009.0,24.1,192.3,16.6,9.0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with storms possible.,rain,
4,"Sahiwalsteeg, Lelydorp, Suriname",5.721,-55.29,2023-11-21,35.7,23.8,27.8,38.9,23.8,29.3,23.0,77.8,4.3,37.5,11.2,62.6,1007.8,23.8,216.2,18.8,8.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
5,"Sahiwalsteeg, Lelydorp, Suriname",5.721,-55.29,2023-11-22,34.7,23.0,26.9,37.5,23.0,28.5,23.1,81.4,5.4,25.0,9.7,68.5,1007.4,23.3,196.6,17.1,8.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
6,"Sahiwalsteeg, Lelydorp, Suriname",5.721,-55.29,2023-11-23,32.7,23.3,27.1,36.3,23.3,28.6,22.9,80.3,3.7,20.83,11.9,62.1,1009.0,24.1,208.5,18.2,6.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
7,"Sahiwalsteeg, Lelydorp, Suriname",5.721,-55.29,2023-11-24,34.7,23.3,27.3,37.6,23.3,28.8,22.8,79.1,2.4,12.5,11.2,57.7,1010.8,24.1,193.8,16.8,8.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
8,"Sahiwalsteeg, Lelydorp, Suriname",5.721,-55.29,2023-11-25,32.9,23.1,26.1,35.6,23.1,27.1,22.5,82.1,3.0,20.83,10.4,83.1,1011.0,24.1,165.4,14.1,6.0,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
9,"Sahiwalsteeg, Lelydorp, Suriname",5.721,-55.29,2023-11-26,33.5,23.2,26.0,36.4,23.2,26.9,22.5,82.9,3.8,16.67,8.3,63.8,1009.8,21.4,135.1,11.7,6.0,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
10,"Sahiwalsteeg, Lelydorp, Suriname",5.721,-55.29,2023-11-27,33.4,22.9,26.6,34.8,22.9,27.4,22.0,79.1,3.4,25.0,11.2,58.9,1009.0,23.7,194.8,16.5,6.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
11,"Sahiwalsteeg, Lelydorp, Suriname",5.721,-55.29,2023-11-28,33.8,22.6,25.7,35.4,22.6,26.5,22.3,83.9,5.6,20.83,8.3,71.5,1009.4,21.0,194.6,17.0,7.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
12,"Sahiwalsteeg, Lelydorp, Suriname",5.721,-55.29,2023-11-29,33.2,22.7,25.5,36.1,22.7,26.3,22.8,86.9,5.9,25.0,8.6,55.6,1008.7,23.5,170.8,14.9,7.0,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
13,"Sahiwalsteeg, Lelydorp, Suriname",5.721,-55.29,2023-11-30,33.2,22.5,25.9,35.7,22.5,26.9,22.4,83.4,2.7,20.83,9.7,57.5,1008.1,24.1,168.9,14.9,7.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
14,"Sahiwalsteeg, Lelydorp, Suriname",5.721,-55.29,2023-12-01,32.8,22.6,25.4,35.8,22.6,26.4,22.6,86.3,9.5,25.0,8.6,64.8,1008.1,19.2,179.1,15.5,7.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
0,"Dera Ghazi Khan, Pakistan, Pakistan",30.052,70.637,2023-11-17,27.0,15.0,20.6,26.7,15.0,20.6,9.2,54.6,0.0,0.0,9.0,14.9,1018.4,8.2,145.5,12.5,6.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
1,"Dera Ghazi Khan, Pakistan, Pakistan",30.052,70.637,2023-11-18,28.9,18.1,22.9,27.2,18.1,22.6,-2.5,19.2,0.0,0.0,8.6,106.9,1015.6,24.1,164.8,14.3,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
2,"Dera Ghazi Khan, Pakistan, Pakistan",30.052,70.637,2023-11-19,29.1,18.3,23.0,27.4,18.3,22.6,-3.2,17.7,0.0,0.0,9.7,39.8,1015.9,24.1,167.1,14.4,6.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
3,"Dera Ghazi Khan, Pakistan, Pakistan",30.052,70.637,2023-11-20,29.6,17.9,23.1,27.8,17.9,22.7,-3.2,17.8,0.0,0.0,10.1,21.8,1016.6,24.1,164.7,14.2,6.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
4,"Dera Ghazi Khan, Pakistan, Pakistan",30.052,70.637,2023-11-21,29.2,18.9,23.4,27.5,18.9,23.0,-2.9,17.6,0.0,0.0,6.5,142.4,1015.4,24.1,131.0,11.2,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Dera Ghazi Khan, Pakistan, Pakistan",30.052,70.637,2023-11-22,30.4,18.2,23.8,28.4,18.2,23.4,-1.6,19.0,0.0,0.0,7.6,175.0,1011.8,24.1,185.1,16.3,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Dera Ghazi Khan, Pakistan, Pakistan",30.052,70.637,2023-11-23,31.1,19.7,24.2,29.0,19.7,23.7,-0.5,19.9,0.0,0.0,13.7,26.5,1010.6,24.1,160.1,13.5,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Dera Ghazi Khan, Pakistan, Pakistan",30.052,70.637,2023-11-24,29.9,19.0,23.5,28.0,19.0,23.1,-0.3,21.2,0.0,0.0,21.6,12.3,1013.9,24.1,147.1,12.9,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
8,"Dera Ghazi Khan, Pakistan, Pakistan",30.052,70.637,2023-11-25,28.0,20.2,23.6,26.6,20.2,23.4,0.1,21.5,0.0,0.0,14.0,32.3,1013.6,24.1,103.1,9.0,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
9,"Dera Ghazi Khan, Pakistan, Pakistan",30.052,70.637,2023-11-26,29.3,20.3,23.7,27.6,20.3,23.4,-0.4,20.6,0.0,0.0,19.4,20.2,1014.0,24.1,128.9,11.4,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
10,"Dera Ghazi Khan, Pakistan, Pakistan",30.052,70.637,2023-11-27,26.1,19.8,22.4,26.1,19.8,22.4,4.1,31.3,0.0,0.0,36.0,10.2,1015.2,24.1,80.4,6.9,3.0,Overcast,Cloudy skies throughout the day.,cloudy,
11,"Dera Ghazi Khan, Pakistan, Pakistan",30.052,70.637,2023-11-28,22.7,16.8,19.5,22.7,16.8,19.5,10.9,58.5,3.6,20.83,30.2,8.5,1016.5,22.7,70.6,6.0,3.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
12,"Dera Ghazi Khan, Pakistan, Pakistan",30.052,70.637,2023-11-29,21.1,16.1,17.9,21.1,16.1,17.9,12.5,71.5,4.5,16.67,23.0,13.5,1016.4,21.9,62.0,5.3,2.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
13,"Dera Ghazi Khan, Pakistan, Pakistan",30.052,70.637,2023-11-30,23.0,15.1,18.5,23.0,15.1,18.5,9.7,57.8,0.0,0.0,19.2,12.8,1016.0,24.1,149.4,12.9,6.0,Clear,Clear conditions throughout the day.,clear-day,
14,"Dera Ghazi Khan, Pakistan, Pakistan",30.052,70.637,2023-12-01,23.6,15.8,19.3,23.6,15.8,19.3,7.8,48.4,0.0,0.0,9.0,25.5,1014.4,24.1,149.8,12.9,6.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Mardan, VIC 3953, Australia",-38.477,146.113,2023-11-18,20.3,7.0,13.4,20.3,7.0,13.4,8.1,73.8,0.0,0.0,11.5,228.2,1019.7,24.1,344.5,29.6,10.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
1,"Mardan, VIC 3953, Australia",-38.477,146.113,2023-11-19,23.2,7.7,14.1,23.2,7.7,14.1,9.2,76.6,0.0,0.0,14.4,204.1,1017.9,24.1,335.6,29.0,10.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
2,"Mardan, VIC 3953, Australia",-38.477,146.113,2023-11-20,22.2,8.7,14.7,22.2,8.7,14.7,8.5,70.8,0.0,0.0,11.9,166.2,1019.5,24.1,308.5,26.7,9.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
3,"Mardan, VIC 3953, Australia",-38.477,146.113,2023-11-21,23.8,8.0,15.3,23.8,8.0,15.3,8.9,69.4,0.0,0.0,13.3,190.8,1018.9,24.1,363.2,31.5,10.0,Clear,Clear conditions throughout the day.,clear-day,
4,"Mardan, VIC 3953, Australia",-38.477,146.113,2023-11-22,21.9,10.8,15.4,21.9,10.8,15.4,9.8,73.9,0.0,0.0,12.2,219.0,1021.2,19.5,396.2,34.3,10.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Mardan, VIC 3953, Australia",-38.477,146.113,2023-11-23,21.4,7.2,14.2,21.4,7.2,14.1,7.9,70.3,0.0,0.0,10.4,202.6,1022.8,24.1,376.8,32.4,10.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Mardan, VIC 3953, Australia",-38.477,146.113,2023-11-24,27.9,8.7,18.0,27.0,8.0,17.8,9.7,63.5,0.0,0.0,13.3,98.3,1018.2,24.1,351.6,30.6,10.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
7,"Mardan, VIC 3953, Australia",-38.477,146.113,2023-11-25,24.7,10.4,16.9,24.7,10.4,16.9,11.1,73.2,0.0,0.0,14.4,129.1,1014.2,21.0,339.8,29.6,10.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
8,"Mardan, VIC 3953, Australia",-38.477,146.113,2023-11-26,20.1,13.4,16.0,20.1,13.4,16.0,11.3,74.9,0.4,16.67,19.1,112.6,1018.8,23.8,239.5,20.7,7.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
9,"Mardan, VIC 3953, Australia",-38.477,146.113,2023-11-27,23.1,12.0,16.3,23.1,12.0,16.3,7.4,58.0,0.0,0.0,15.8,96.2,1023.6,24.1,379.5,32.4,10.0,Clear,Clear conditions throughout the day.,clear-day,
10,"Mardan, VIC 3953, Australia",-38.477,146.113,2023-11-28,28.3,10.4,18.8,27.2,10.4,18.7,8.8,55.9,0.0,0.0,13.3,105.0,1020.5,24.1,374.1,32.4,10.0,Clear,Clear conditions throughout the day.,clear-day,
11,"Mardan, VIC 3953, Australia",-38.477,146.113,2023-11-29,30.5,13.1,21.4,28.7,13.1,21.0,8.4,47.8,0.0,0.0,11.9,209.6,1015.0,24.1,345.5,29.7,9.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
12,"Mardan, VIC 3953, Australia",-38.477,146.113,2023-11-30,23.9,12.1,17.7,23.9,12.1,17.7,12.5,73.8,0.0,0.0,14.4,100.8,1016.5,23.5,295.3,25.7,9.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
13,"Mardan, VIC 3953, Australia",-38.477,146.113,2023-12-01,23.8,13.8,18.1,23.8,13.8,18.1,12.9,73.2,0.0,0.0,15.1,104.7,1016.2,24.1,337.3,29.3,10.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
14,"Mardan, VIC 3953, Australia",-38.477,146.113,2023-12-02,26.4,12.7,18.9,26.4,12.7,18.9,12.2,68.8,0.0,0.0,14.0,126.7,1017.7,24.1,368.8,32.0,10.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
0,"Hyderabad, TS, India",17.395,78.471,2023-11-17,30.0,19.1,24.6,30.0,19.1,24.5,15.0,56.5,0.0,0.0,14.8,63.4,1016.3,6.8,236.9,20.4,8.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
1,"Hyderabad, TS, India",17.395,78.471,2023-11-18,29.7,20.2,24.6,29.3,20.2,24.6,15.2,56.6,0.0,0.0,11.9,92.6,1014.0,24.1,236.0,20.4,8.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
2,"Hyderabad, TS, India",17.395,78.471,2023-11-19,29.2,20.6,24.8,29.4,20.6,24.9,17.2,64.3,0.0,0.0,13.7,111.0,1014.3,24.1,211.4,18.3,8.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
3,"Hyderabad, TS, India",17.395,78.471,2023-11-20,29.9,20.4,25.0,29.2,20.4,24.9,15.5,57.7,0.0,0.0,15.8,74.3,1013.8,24.1,233.5,20.2,8.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
4,"Hyderabad, TS, India",17.395,78.471,2023-11-21,30.1,20.4,24.8,29.1,20.4,24.6,12.9,48.6,0.0,0.0,17.3,32.2,1012.9,24.1,237.5,20.4,8.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Hyderabad, TS, India",17.395,78.471,2023-11-22,29.9,20.1,24.5,29.1,20.1,24.4,13.4,50.4,0.0,0.0,15.1,41.2,1011.8,24.1,268.2,23.3,8.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Hyderabad, TS, India",17.395,78.471,2023-11-23,30.2,20.5,24.9,29.1,20.5,24.7,12.8,47.9,0.0,0.0,11.9,60.6,1011.3,24.1,232.1,20.1,8.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
7,"Hyderabad, TS, India",17.395,78.471,2023-11-24,28.9,21.7,24.8,29.3,21.7,25.0,17.6,64.8,1.0,16.67,14.0,106.7,1011.9,23.0,169.0,14.7,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
8,"Hyderabad, TS, India",17.395,78.471,2023-11-25,28.2,21.5,24.7,28.7,21.5,24.8,18.5,69.9,0.5,16.67,15.8,113.3,1012.5,24.1,164.3,14.4,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
9,"Hyderabad, TS, India",17.395,78.471,2023-11-26,27.4,21.3,24.0,28.1,21.3,24.1,18.3,71.2,0.3,4.17,16.9,122.6,1013.8,24.1,180.6,15.8,6.0,Overcast,Cloudy skies throughout the day.,cloudy,
10,"Hyderabad, TS, India",17.395,78.471,2023-11-27,28.5,20.4,23.8,28.8,20.4,23.9,18.0,71.4,0.7,12.5,15.1,114.5,1013.9,24.1,201.3,17.6,7.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
11,"Hyderabad, TS, India",17.395,78.471,2023-11-28,28.3,20.8,24.0,28.4,20.8,24.0,17.3,67.3,0.0,0.0,11.9,108.3,1013.8,24.1,171.5,15.2,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
12,"Hyderabad, TS, India",17.395,78.471,2023-11-29,29.4,20.5,24.2,28.5,20.5,24.1,14.9,58.2,0.0,0.0,11.9,94.0,1012.8,24.1,217.8,19.1,7.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
13,"Hyderabad, TS, India",17.395,78.471,2023-11-30,29.2,20.2,24.1,28.3,20.2,23.9,13.7,54.0,0.0,0.0,10.4,98.1,1012.2,24.1,215.4,18.9,7.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
14,"Hyderabad, TS, India",17.395,78.471,2023-12-01,28.8,20.3,24.0,27.9,20.3,23.9,13.6,53.5,0.0,0.0,11.2,110.7,1010.7,24.1,194.6,16.8,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
0,"Quetta, Pakistan",30.221,67.009,2023-11-17,17.5,10.4,13.4,17.5,10.4,13.4,-6.6,25.5,0.0,0.0,9.4,138.0,1020.5,24.1,159.7,13.8,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
1,"Quetta, Pakistan",30.221,67.009,2023-11-18,16.0,10.7,13.4,16.0,10.7,13.4,-3.6,31.0,0.0,0.0,8.6,306.4,1018.6,24.1,152.9,13.1,6.0,Overcast,Cloudy skies throughout the day.,cloudy,
2,"Quetta, Pakistan",30.221,67.009,2023-11-19,15.9,9.0,12.6,15.9,9.0,12.6,0.1,43.0,0.0,0.0,7.6,296.9,1019.3,24.1,175.4,14.9,7.0,Clear,Clear conditions throughout the day.,clear-day,
3,"Quetta, Pakistan",30.221,67.009,2023-11-20,16.6,8.3,12.4,16.6,7.7,12.4,-1.7,40.0,0.0,0.0,6.8,190.9,1019.8,24.1,162.4,14.0,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
4,"Quetta, Pakistan",30.221,67.009,2023-11-21,15.9,10.8,13.0,15.9,10.8,13.0,-1.9,35.9,0.1,4.17,7.2,160.0,1019.0,24.1,127.8,11.0,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Quetta, Pakistan",30.221,67.009,2023-11-22,17.1,9.2,13.2,17.1,9.2,13.2,-1.5,37.6,0.0,0.0,7.6,273.2,1016.9,24.1,196.1,17.0,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Quetta, Pakistan",30.221,67.009,2023-11-23,14.9,10.2,12.2,14.9,10.2,12.2,-1.0,42.0,0.0,0.0,9.4,280.5,1016.4,24.1,173.4,15.0,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Quetta, Pakistan",30.221,67.009,2023-11-24,15.8,9.8,12.4,15.8,8.4,12.2,-0.9,40.2,0.0,0.0,13.3,127.7,1016.3,24.1,121.6,10.2,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
8,"Quetta, Pakistan",30.221,67.009,2023-11-25,13.5,10.3,11.6,13.5,10.3,11.6,-1.8,39.5,0.0,0.0,11.6,149.9,1017.2,24.1,104.5,9.0,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
9,"Quetta, Pakistan",30.221,67.009,2023-11-26,13.7,9.8,11.6,13.7,8.7,11.5,0.8,47.7,1.2,20.83,12.6,137.0,1016.5,23.2,100.4,8.4,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
10,"Quetta, Pakistan",30.221,67.009,2023-11-27,11.8,8.7,10.2,11.8,6.7,9.3,1.2,53.9,0.1,4.17,19.4,125.2,1016.0,24.1,117.3,10.2,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
11,"Quetta, Pakistan",30.221,67.009,2023-11-28,8.6,7.4,7.8,8.2,6.2,7.0,4.3,78.6,10.1,29.17,11.6,146.2,1017.5,19.5,20.3,1.8,1.0,Overcast,Cloudy skies throughout the day.,cloudy,
12,"Quetta, Pakistan",30.221,67.009,2023-11-29,10.4,6.3,8.2,10.4,5.5,7.7,2.6,69.1,1.3,16.67,8.6,303.2,1018.0,23.6,165.0,13.8,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
13,"Quetta, Pakistan",30.221,67.009,2023-11-30,9.4,5.1,7.2,8.4,5.1,6.7,-0.2,61.0,0.0,0.0,7.6,292.1,1018.6,24.1,167.5,14.4,6.0,Clear,Clear conditions throughout the day.,clear-day,
14,"Quetta, Pakistan",30.221,67.009,2023-12-01,9.9,4.5,7.1,9.2,4.2,6.6,-1.6,55.4,0.0,0.0,7.2,311.4,1018.2,24.1,166.3,14.1,6.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Gwadar, Pakistan",25.218,62.251,2023-11-17,27.5,21.7,24.7,27.7,21.7,24.7,15.3,56.6,0.0,0.0,15.1,118.3,1017.1,24.1,194.7,16.8,7.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
1,"Gwadar, Pakistan",25.218,62.251,2023-11-18,28.1,21.8,24.8,27.7,21.8,24.7,14.3,52.7,0.0,0.0,20.5,194.4,1015.9,24.1,195.9,17.0,7.0,Clear,Clear conditions throughout the day.,clear-day,
2,"Gwadar, Pakistan",25.218,62.251,2023-11-19,29.6,21.9,25.2,29.3,21.9,25.2,16.6,59.7,0.0,0.0,20.9,242.1,1015.3,24.1,195.8,17.0,7.0,Clear,Clear conditions throughout the day.,clear-day,
3,"Gwadar, Pakistan",25.218,62.251,2023-11-20,28.5,22.0,24.9,28.6,22.0,25.0,17.1,62.6,0.0,0.0,15.5,201.0,1015.5,24.1,195.4,17.0,7.0,Clear,Clear conditions throughout the day.,clear-day,
4,"Gwadar, Pakistan",25.218,62.251,2023-11-21,28.6,21.0,24.5,27.7,21.0,24.3,14.2,54.6,0.0,0.0,18.0,243.8,1015.5,24.1,196.3,17.0,7.0,Clear,Clear conditions throughout the day.,clear-day,
5,"Gwadar, Pakistan",25.218,62.251,2023-11-22,30.3,21.3,25.3,29.9,21.3,25.3,16.2,58.2,0.0,0.0,25.6,261.3,1013.6,24.1,214.2,18.7,7.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Gwadar, Pakistan",25.218,62.251,2023-11-23,32.8,23.6,26.9,30.5,23.6,26.2,11.4,43.9,0.0,0.0,15.1,359.6,1011.6,24.1,198.9,17.1,7.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Gwadar, Pakistan",25.218,62.251,2023-11-24,29.3,22.3,25.0,27.6,22.3,24.6,4.0,29.6,0.0,0.0,16.9,131.2,1010.8,24.1,198.0,17.1,7.0,Clear,Clear conditions throughout the day.,clear-day,
8,"Gwadar, Pakistan",25.218,62.251,2023-11-25,28.0,21.5,24.2,27.5,21.5,24.2,15.2,58.2,0.0,0.0,17.3,195.4,1011.8,24.1,189.9,16.5,7.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
9,"Gwadar, Pakistan",25.218,62.251,2023-11-26,27.2,21.5,24.3,27.9,21.5,24.4,17.6,66.6,0.0,0.0,17.3,183.4,1012.1,24.1,174.0,15.0,6.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
10,"Gwadar, Pakistan",25.218,62.251,2023-11-27,28.2,22.7,24.9,28.5,22.7,25.0,17.5,64.3,1.0,25.0,19.4,190.4,1010.3,24.1,180.0,15.9,7.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
11,"Gwadar, Pakistan",25.218,62.251,2023-11-28,27.3,20.5,24.0,27.2,20.5,24.0,15.9,61.7,2.6,16.67,22.7,91.9,1012.1,24.1,185.4,15.9,7.0,Clear,Clear conditions throughout the day.,clear-day,
